studentid,firstname,lastname,GPA,Major
15136,Dotty,Campball,2.375,IT
15137,Mallory,Maiah,3,Psychology
15138,Gisela,Delacourt,2.5,Engineering
15139,Molli,Annabella,2.125,Architecture
15140,Catrina,Swanhildas,3.25,Architecture
15141,Cristabel,Moseley,2.25,Business/Commerce
15142,Lulita,Howlyn,3.25,IT
15143,Ginnie,Merna,3.25,IT
15144,Renae,Billye,2.5,Architecture
15145,Quintina,Lauraine,3.125,Statistics
15146,Suzette,Barney,2.625,English
15147,Lory,Fabiola,2.625,Graphic Design
15148,Kirbee,Ephrem,2.375,Psychology
15149,Tybie,Peonir,3.5,Engineering
15150,Rebeca,Konyn,2.875,Robotics
15151,Cyndie,Reidar,2.625,Engineering
15152,Christy,Alejoa,2.5,Music
15153,Ethel,Kazimir,3.5,Engineering
15154,Odessa,Gilbertson,2.375,Art
15155,Genovera,Gamaliel,2.125,Engineering
15156,Odessa,Virgin,2.25,Computer science
15157,Aeriela,Bury,3.25,Graphic Design
15158,Darlleen,Liva,2.25,IT
15159,Janey,Suk,2.75,History
15160,Elena,Engdahl,2.625,English
15161,Glynnis,Hewitt,2.75,Engineering
15162,Joy,Seumas,2.375,Computer science
15163,Deirdre,Couture,3,Statistics
15164,Eolanda,Erskine,2.625,Psychology
15165,Fayre,Joli,2.625,Engineering
15166,Tonia,Quinn,2.625,Health
15167,Eolanda,Poppy,2.5,Health
15168,Sindee,Helfand,2.375,Engineering
15169,Oralee,Darbie,2.375,Business/Commerce
15170,Verla,Maiah,2.375,Architecture
15171,Valli,Zuzana,2.875,Music
15172,Pearline,Erskine,2.5,History
15173,Lorenza,Rese,2.625,Architecture
15174,Cherrita,Remmer,3,Music
15175,Halette,Chinua,2.625,Health
15176,Ariela,Elbertina,2.125,Music
15177,Zsa Zsa,Grobe,2.5,Science
15178,Cristine,Dermott,2.375,Computer science
15179,Shauna,Ophelia,3.5,Health
15180,Gianina,Urias,2.75,History
15181,Krystle,Dom,3.375,Music
15182,Mary,Glenden,2.5,Health
15183,Dorthy,Cordi,1.875,Statistics
15184,Bobbi,Tamar,2.875,Music
15185,Riannon,Lucienne,2.375,Psychology
15186,Willetta,Presber,2.75,Science
15187,Leanna,Gaspard,2.75,Music
15188,Bobbi,Warthman,2.125,Statistics
15189,Tomasina,Viddah,2.75,Computer science
15190,Esmeralda,Candy,3.125,Engineering
15191,Atlanta,Zeeba,3,Art
15192,Paulita,Middleton,2.375,Statistics
15193,Roseline,Schwejda,2.625,Engineering
15194,Iseabal,Cornelia,2.875,IT
15195,Sonni,Birdella,2.875,Statistics
15196,Adore,Gabrielli,2.75,Graphic Design
15197,Edith,Nickola,3,Psychology
15198,Verla,Lipson,2.375,Architecture
15199,Marti,Estella,3,Science
15200,Tabbatha,Bakerman,3.375,Computer science
15201,Lolita,Alejoa,3.125,History
15202,Nessie,Chapland,3.375,Science
15203,Cordi,Zeeba,2.75,Business/Commerce
15204,Winny,Mayeda,3,Psychology
15205,Brianna,Cloris,3.625,Architecture
15206,Candy,Fink,3.125,Graphic Design
15207,Adelle,Wildermuth,2.75,Business/Commerce
15208,Claudina,Waite,2.875,Music
15209,Viviene,Allina,3.125,Engineering
15210,Kirstin,Cottle,2.375,Statistics
15211,Vevay,Doig,2.625,Art
15212,Aili,Bohlin,2.5,Psychology
15213,Ingrid,Hourigan,2.875,Science
15214,Modestia,Christine,3.375,Health
15215,Claudina,Levey,2.5,Engineering
15216,Kayla,Barbey,2.375,Computer science
15217,Nadine,Amethist,2.75,Statistics
15218,Maye,Blisse,3,Psychology
15219,Grier,Letsou,3.25,Computer science
15220,Molli,Guildroy,3.375,Psychology
15221,Kimberley,Fabiola,2.625,Graphic Design
15222,Lanna,Edee,2.5,Health
15223,Dorthy,Zitvaa,2.5,Health
15224,Shell,Angelis,3.375,Business/Commerce
15225,Catharine,Doig,2.625,English
15226,Juliane,Brunell,2.25,Graphic Design
15227,Nannie,Ader,3.5,Sports
15228,Sheree,Chobot,2.125,Music
15229,Thalia,Quent,1.875,Statistics
15230,Lory,Gamaliel,2.875,Psychology
15231,Jan,Gillan,2.875,Music
15232,Meg,Dahlia,2.75,Health
15233,Jackie,Reneta,3,Computer science
15234,Flory,Toni,2.75,Sports
15235,Vere,Rozanna,3.375,Robotics
15236,Roberta,Amethist,2.375,Engineering
15237,Kristina,Gladstone,2.625,History
15238,Sybille,Toffic,2.625,Statistics
15239,Siana,Vernier,2.875,Health
15240,Theodora,Remmer,2.75,History
15241,Abbie,Westphal,2.75,Health
15242,Netty,Othilia,2.5,Business/Commerce
15243,Ulrike,Niles,2.75,Architecture
15244,Mellicent,Teddman,2.75,Psychology
15245,Sharai,Tamar,2.5,Graphic Design
15246,Marita,Bertold,3.125,History
15247,Shauna,Pearse,2.25,Art
15248,Brooks,Azeria,2.375,Robotics
15249,Luci,Gale,3,Music
15250,Allis,Soneson,3.125,Robotics
15251,Odessa,Darrell,3.25,Art
15252,Myriam,Gemini,3,Statistics
15253,Tera,Anselmi,2.875,Art
15254,Georgina,Hazlett,3.25,Psychology
15255,Evaleen,Lumbard,2.5,Computer science
15256,Lexine,Cottle,2.375,Health
15257,Meghann,Olin,2.625,Robotics
15258,Karolina,Tengdin,3.25,Sports
15259,Dotty,Wyn,3.25,IT
15260,Lucille,Carlson,2.125,Robotics
15261,Marleah,Grimbly,3.125,Statistics
15262,Estell,Vanni,2.75,Psychology
15263,Sindee,Chobot,2.75,Health
15264,Lucille,Bearnard,2.625,Architecture
15265,Josephine,Bigner,2.75,Architecture
15266,Fanny,Koziara,2.5,Computer science
15267,Blinni,Joachim,2.625,Robotics
15268,Celisse,McNully,3.375,Architecture
15269,Dawn,Rese,3.25,Art
15270,Nickie,Behre,2.625,Engineering
15271,Chere,Radu,2.5,History
15272,Darlleen,Adrienne,3,Engineering
15273,Charmaine,Merell,2.375,Statistics
15274,Rosanne,Forrer,3,Architecture
15275,Halette,Mathilde,2.375,Computer science
15276,Gilligan,Morgun,2.75,Architecture
15277,Letizia,Amadas,3,Graphic Design
15278,Paule,Laverne,3.125,Robotics
15279,Edith,Fennessy,2.875,Robotics
15280,Aubrie,Kannry,2.75,Psychology
15281,Lory,Ellord,2.625,History
15282,Jennica,Thornburg,2.875,Engineering
15283,Meg,Dyche,2.375,Psychology
15284,Dominga,Hirsch,3.25,IT
15285,Tani,Paine,2.875,Health
15286,Karlee,Fancie,3,Computer science
15287,Jaclyn,Phaidra,2.875,Psychology
15288,Kylynn,Janene,3.125,Health
15289,Vere,Sabella,2.25,Architecture
15290,Lily,Zetta,3.125,Engineering
15291,Babita,Sandye,3.125,Art
15292,Sharai,Beebe,3.125,Robotics
15293,Teddie,Flyn,3,Science
15294,Minne,Melleta,2.875,English
15295,Elie,Halsey,3.25,Health
15296,Mignon,Hartnett,2.5,Robotics
15297,Britni,Pillsbury,3.125,History
15298,Meriel,Zrike,2.375,Statistics
15299,Vivia,Fillbert,3.125,Music
15300,Verla,Irmine,2.75,Sports
15301,Kittie,McGrody,2.625,Health
15302,Ilse,Munn,3.375,Art
15303,Aurelie,Kendrick,2.375,Science
15304,Beatriz,Dominy,2.75,Health
15305,Mellicent,Camden,3,History
15306,Florencia,Weide,2.125,Computer science
15307,Aurelie,Hessler,3,Robotics
15308,Joelly,Rugen,2.5,Sports
15309,Suzette,Clie,2.375,Architecture
15310,Henriette,Nedrud,2.25,Science
15311,Fawne,Drisko,2.375,Business/Commerce
15312,Kristina,Douglass,2.875,English
15313,Paulita,Henebry,2.875,Robotics
15314,Corly,Creamer,3,Business/Commerce
15315,Robbi,Fennessy,2.875,Robotics
15316,Chloris,Korey,2.375,Computer science
15317,Corene,Hanleigh,3.125,Health
15318,Lita,Nerita,2.5,Psychology
15319,Anica,Henrie,2.375,Art
15320,Flo,Winnick,3.125,Computer science
15321,Camile,Bates,2.625,Architecture
15322,Melisent,Guildroy,1.625,History
15323,Olivette,Lubin,2.375,Engineering
15324,Ilse,Israeli,3.125,IT
15325,Maridel,Rustice,2.125,Psychology
15326,Adele,Baylor,2.25,Art
15327,Melina,Germann,2.875,English
15328,Janis,Stevy,2.75,Music
15329,Lorenza,Sadowski,3.25,Engineering
15330,Libbie,Wenoa,2.375,Computer science
15331,Fanchon,Radu,2.375,Engineering
15332,Celestyna,Chinua,3,Statistics
15333,Wynne,Malina,3.125,Psychology
15334,Therine,Allina,2.625,Business/Commerce
15335,Shauna,Adalbert,3.25,Art
15336,Jsandye,Elbertina,3,Science
15337,Alyssa,Clywd,2.625,Art
15338,Nataline,Allina,2.625,Robotics
15339,Arlina,MacIntosh,2.875,Computer science
15340,Britni,Cecile,2.5,Statistics
15341,Gabriellia,Dearborn,2.375,Health
15342,Edee,Othilia,2.875,Engineering
15343,Rhoda,Dosia,3,Architecture
15344,Lisette,Lia,2.875,Business/Commerce
15345,Gertrud,Dorcy,2.375,Health
15346,Marita,Keily,2.75,Sports
15347,Elka,Hazlett,2.75,Music
15348,Joeann,Gavrila,2.375,Statistics
15349,Marnia,Montgomery,2.875,Robotics
15350,Roxane,Allare,2.625,Statistics
15351,Elora,Center,3.125,Music
15352,Ricky,Ephrem,3,Music
15353,Ada,Kenney,2.5,English
15354,Myriam,Dyche,2.5,Health
15355,Alejandra,Telfer,2.625,Architecture
15356,Ericka,Buttaro,2.75,Computer science
15357,Georgetta,Linehan,2.25,Engineering
15358,Anthia,Oriana,3.625,Business/Commerce
15359,Correy,Merna,2.625,English
15360,Kate,Dulciana,2,Engineering
15361,Meriel,Gaulin,3,IT
15362,Corina,Wareing,2.625,Engineering
15363,Renae,Masao,3,Statistics
15364,Carmencita,Mintz,2.75,Computer science
15365,Maye,Milson,2.75,Statistics
15366,Madelle,Emmy,2.75,English
15367,Dyann,Sholley,3,Psychology
15368,Cacilie,Faro,2.875,Health
15369,Netty,Chandler,2.5,Architecture
15370,Ebonee,Fulmer,2.5,Health
15371,Helsa,Oriana,2.625,Psychology
15372,Liana,Roche,2.75,Architecture
15373,Etta,Ethban,2.5,Health
15374,Janenna,Vharat,2.125,IT
15375,Justinn,Gombach,2.625,Health
15376,Tierney,Rosette,3.125,Art
15377,Janis,Ashok,2.875,History
15378,Gerrie,Whittaker,2.75,Architecture
15379,Deloria,Katrine,2.625,Robotics
15380,Cyndie,Garlinda,3.125,Engineering
15381,Carlie,Dyche,3.625,Graphic Design
15382,Karolina,Henebry,2.625,Music
15383,Gertrud,Haymes,2.625,Engineering
15384,Harmonia,Clywd,3,Statistics
15385,Christal,Melan,3.75,Robotics
15386,Ashlee,Tillford,3.25,Art
15387,Joy,Quent,2.375,Sports
15388,Giustina,Stephie,2.375,Art
15389,Gertrud,Rogerio,2.25,Business/Commerce
15390,Luci,Philipp,2.625,Sports
15391,Miquela,Syd,2.5,Art
15392,Maryellen,Joli,2.25,Sports
15393,Wendi,Kesley,3.25,IT
15394,Brooks,Love,3.25,Health
15395,Shandie,Peg,3.125,Psychology
15396,Myriam,Hunfredo,2.375,Music
15397,Cherrita,Joachim,2.875,Computer science
15398,Augustine,Stefa,2.875,Engineering
15399,Adriana,Persse,1.75,Health
15400,Henriette,Thar,2.625,Science
15401,Jordan,Heisel,2.25,Computer science
15402,Jordan,Yam,2.5,Science
15403,Hope,MacIntosh,3.25,IT
15404,Krystle,Allys,3.125,IT
15405,Marika,Breed,2,Health
15406,Layla,Suzetta,2.875,Statistics
15407,Thalia,Toor,2.75,Science
15408,Zsa Zsa,Tyson,2.375,History
15409,Orelia,Moina,3,Health
15410,Glynnis,Bobbee,2.75,Computer science
15411,Gloria,Darian,3,Music
15412,Reeba,Blase,2.75,Statistics
15413,Margalo,Corrine,2.5,Statistics
15414,Marinna,Zuzana,3.375,Robotics
15415,Dorthy,Jacqui,1.75,English
15416,Marnia,Lalitta,2.375,Art
15417,Zondra,Winnick,2.75,Psychology
15418,Jordan,Georgy,2,History
15419,Myrtice,Vale,2.5,Psychology
15420,Fina,Berne,2.75,Architecture
15421,Cacilie,Colyer,2.125,IT
15422,Louella,Connelly,3.375,English
15423,Pollyanna,Cressida,2.875,Graphic Design
15424,Maye,Brady,2.375,Robotics
15425,Jacenta,Japeth,2.75,IT
15426,Alyssa,McLaughlin,2.625,Computer science
15427,Alie,Buffum,2.875,Robotics
15428,Madeleine,Dominy,2.75,Engineering
15429,Ira,Meli,2.875,History
15430,Libbie,Mathilde,2.375,Architecture
15431,Kalina,Deny,2.75,Robotics
15432,Celestyna,Tice,2.125,Architecture
15433,Priscilla,Huggins,2.375,Science
15434,Steffane,Kosey,2.875,Psychology
15435,Lynea,Bonucci,2.125,Robotics
15436,Deloria,Sadowski,2.5,Architecture
15437,Darlleen,Hilbert,2.5,Health
15438,Adele,Constancy,3,Computer science
15439,Grier,Aaberg,2.75,History
15440,Robbi,Darian,2.75,English
15441,Helsa,Mathilde,2.375,Sports
15442,Bill,Jacobah,2.625,Statistics
15443,Deane,Grayce,2.625,Business/Commerce
15444,Ginnie,Screens,2.875,Graphic Design
15445,Shaine,Carlson,2.875,IT
15446,Cordi,Pauly,2.75,Architecture
15447,Shel,Persse,2.5,Statistics
15448,Olivette,Gale,2.75,History
15449,Elora,Morehouse,2.625,Robotics
15450,Yolane,Florina,2.875,History
15451,Tonia,Serilda,2.625,Computer science
15452,Ofilia,Ehrman,2.75,Sports
15453,Celisse,Hollingsworth,2.125,Sports
15454,Christy,Berard,1.875,Science
15455,Jessy,Arathorn,2.875,Health
15456,Anallese,Claudine,2.625,IT
15457,Neila,Clie,2.75,Music
15458,Calla,Koehler,3.125,IT
15459,Marline,Leopold,2.875,Psychology
15460,Caritta,Chrystel,2.375,Health
15461,Shannah,Jacqui,2.625,IT
15462,Aeriela,Zeeba,2.875,Health
15463,Donetta,Orlene,2.75,Architecture
15464,Evaleen,Adlare,2.875,Psychology
15465,Pamella,Corabella,2.875,History
15466,Chastity,Kelula,3.125,History
15467,Livvyy,Honoria,2.25,Business/Commerce
15468,Starla,Durante,2.875,English
15469,Odessa,Alarise,3.375,Art
15470,Dede,Marijo,3.25,Art
15471,Alameda,Sprage,2.125,Robotics
15472,Benita,Toni,2.875,Statistics
15473,Gui,Catie,2.625,Business/Commerce
15474,Theodora,Izaak,2.375,History
15475,Addia,Bivins,3.125,Psychology
15476,Teddie,McNully,2,English
15477,Siana,Fleeta,2.875,History
15478,Florie,Newell,3,Statistics
15479,Cordi,Amadas,2.5,Business/Commerce
15480,Caressa,Yusuk,2.75,Robotics
15481,Felice,Mayeda,3,Engineering
15482,Sean,Riordan,2.75,Architecture
15483,Gretal,Forrer,2.625,English
15484,Ronna,Lattie,3,Sports
15485,Marcy,Blake,2.875,Engineering
15486,Minne,Sholley,3,Psychology
15487,Lita,Raimondo,2.125,Science
15488,Rosanne,Masao,2.375,Science
15489,Robbi,Yorick,2.75,Computer science
15490,Lanna,Alrich,3.125,Engineering
15491,Elise,Nickola,2.875,Art
15492,Ardeen,Jethro,1.875,English
15493,Phylis,Jethro,2.5,History
15494,Max,Oneida,2.75,Statistics
15495,Flory,Burch,2.375,History
15496,Daune,Larochelle,2.75,Graphic Design
15497,Valera,Belanger,2.625,Business/Commerce
15498,Liana,Sheng,3.625,Sports
15499,Margette,Selway,3.375,Science
15500,Elbertina,Truc,2.5,Sports
15501,Elvira,Donoghue,2.375,Engineering
15502,Corina,Morrill,2.25,Sports
15503,Damaris,Old,2.625,Health
15504,Almeta,Tillford,3.5,Psychology
15505,Vevay,Justinn,2.625,Statistics
15506,Janey,Maples,3.125,Psychology
15507,Marinna,Lucienne,2.875,Music
15508,Edee,Michella,3,History
15509,Lorne,Ochs,2.625,History
15510,Ileana,Iphlgenia,3.125,Sports
15511,Sharai,Hepsibah,2.75,Statistics
15512,Stephanie,Gower,2.375,Robotics
15513,Jessy,Verger,3.5,Computer science
15514,Annice,Riva,2.125,Music
15515,Tomasina,Garbe,3.125,Art
15516,Kathy,Raseda,2.875,Health
15517,Tierney,Kaja,1.75,Architecture
15518,Kirbee,Freddi,2.5,Statistics
15519,Judy,Larochelle,2.5,Health
15520,Xylina,Clara,2.75,Statistics
15521,Charissa,Mitzi,3,Psychology
15522,Adele,Munn,2.875,Computer science
15523,Emylee,Strephon,3.25,Architecture
15524,Jorry,Teryn,2.125,English
15525,Elie,Christine,2.875,Psychology
15526,Sibella,Blase,2.25,Psychology
15527,Hettie,Rubie,3.125,Psychology
15528,Sadie,Japeth,3,Sports
15529,Barbi,Dudley,2.75,Robotics
15530,Modestia,Ranjiv,2.875,Computer science
15531,Jaime,Sherrie,2.875,Engineering
15532,Romona,Sinegold,3.125,Music
15533,Mahalia,Christine,3.375,Art
15534,Mahalia,Forrer,2.75,English
15535,Elena,Lilas,3,Architecture
15536,Diena,Morrill,2.875,English
15537,Calla,Zitvaa,2.875,Graphic Design
15538,Beatriz,Ortrude,3.375,Art
15539,Teriann,Lasley,2.5,Robotics
15540,Jerry,Si,2.625,Computer science
15541,Carlie,Halla,3.25,Sports
15542,Tera,Winthorpe,3,History
15543,Albertina,Lymann,3.125,Health
15544,Joane,Mendez,2.875,IT
15545,Aurelie,Virgin,2.25,Art
15546,Florencia,Noelyn,3.375,Science
15547,Letizia,Raychel,3,History
15548,Sheree,Pauly,2.75,Health
15549,Linet,Johanna,2.625,Graphic Design
15550,Inga,Nester,2.375,English
15551,Shaine,Pascia,2.75,Music
15552,Laure,Stav,2.875,Engineering
15553,Melisent,Richers,3.25,Computer science
15554,Vinita,Swanhildas,2.75,History
15555,Reeba,Haldas,2.75,Engineering
15556,Jere,Thomasina,2.5,Science
15557,Chloris,Carleen,3.375,Sports
15558,Tabbatha,Flita,2.75,Computer science
15559,Charmaine,Terrence,3.25,IT
15560,Iseabal,Malanie,2.375,English
15561,Shirlee,Ehrman,2.5,Engineering
15562,Gertrud,August,1.75,English
15563,Molli,Karna,2.25,IT
15564,Tonia,Ajay,2.75,Business/Commerce
15565,Janeczka,Standing,3,Sports
15566,Lindie,Destinee,3,History
15567,Dede,Carri,2.75,Engineering
15568,Bobinette,Elisha,3.25,Music
15569,Ezmeralda,Salchunas,3.125,Statistics
15570,Nannie,Malanie,3.625,Business/Commerce
15571,Mady,Niccolo,2.5,Architecture
15572,Coral,Hermes,2.125,History
15573,Linzy,Zola,2.75,Robotics
15574,Mara,Delacourt,3.375,Health
15575,Cassandra,Paton,2.875,Architecture
15576,Fred,Chabot,2.875,Sports
15577,Sue,Gwenore,3,Health
15578,Emilia,Armanda,2.5,English
15579,Danny,Therine,2.5,Computer science
15580,Felice,Zina,2.875,Science
15581,Doro,Infield,2.875,Robotics
15582,Jacenta,Grobe,2.75,Statistics
15583,Leona,Sallyann,2.875,Psychology
15584,Deloria,Stelle,2.625,Science
15585,Cathie,Sherrie,2.375,Computer science
15586,Ernesta,Peti,3.25,Statistics
15587,Renie,Stacy,3.125,Computer science
15588,Dulce,Even,2.25,History
15589,Darci,Arvo,3,Health
15590,Ellette,Nickola,2.75,Robotics
15591,Merrie,Eiser,2.5,History
15592,Philis,Kunin,2.75,Psychology
15593,Annice,Goerke,2.375,Graphic Design
15594,Genovera,Norvol,3.375,Robotics
15595,Tybie,Tamar,2.625,Architecture
15596,Constance,Jorgan,2.25,Science
15597,Cristine,Wittie,3,Science
15598,Imojean,Greenwald,2.5,Statistics
15599,Nonnah,Norvol,2.125,Science
15600,Mureil,Goddard,2.625,Music
15601,Marjie,Skell,2.875,English
15602,Gerianna,Estella,2.5,Computer science
15603,Donnie,Genna,2.875,Sports
15604,Corry,Jillane,2.75,Health
15605,Augustine,Harned,2.875,Engineering
15606,Pierette,Infield,3,Psychology
15607,Kalina,Damarra,3.375,Art
15608,Cathyleen,Nikaniki,3.625,Statistics
15609,Vanessa,Flita,3,Computer science
15610,Christian,Carey,3.375,Music
15611,Rhoda,Georgy,3.125,Music
15612,Elyssa,Hewitt,2.25,Psychology
15613,Kassey,Standing,2.625,English
15614,Addia,Daveta,2.25,Engineering
15615,Beth,Tice,2.75,Science
15616,Marline,Penelopa,2.875,Computer science
15617,Annora,Eckblad,2.875,Graphic Design
15618,Ursulina,Carbo,3.625,Computer science
15619,Mallory,Lorenz,2.75,Science
15620,Joy,Grobe,3,Architecture
15621,Danny,Dituri,3.25,Sports
15622,Goldie,Lorenz,2.625,English
15623,Gilda,Bow,2.625,Business/Commerce
15624,Leanna,Tice,2.375,Music
15625,Rebeca,Raul,2.875,Sports
15626,Clementine,Maribeth,2.75,Sports
15627,Emelina,Peg,2.625,Sports
15628,Jacenta,Shanley,3.375,Music
15629,Cacilie,Delila,3,Graphic Design
15630,Clementine,Viddah,2.75,Science
15631,Gale,Hanshaw,2.875,Business/Commerce
15632,Rosanne,Rugen,2.5,Computer science
15633,Aryn,Dyche,3.25,Science
15634,Florencia,Douglass,2.875,Computer science
15635,Fawne,Scammon,2.625,Sports
15636,Mellicent,Blake,2.25,Robotics
15637,Mady,Elbertina,2.375,Science
15638,Dione,Imelida,3.25,Architecture
15639,Elmira,Rolf,2.875,IT
15640,Rosene,Schenck,2.5,History
15641,Daune,Bury,2.875,Engineering
15642,Hannis,Bennie,3.375,Computer science
15643,Mariele,Madox,2.875,Computer science
15644,Shaylyn,Concha,2.875,Art
15645,Joleen,Anyah,2.25,Health
15646,Rhea,Arquit,2.5,Science
15647,Frank,Swanhildas,3.375,Graphic Design
15648,Allyce,Manolo,2.5,Business/Commerce
15649,Minne,Naashom,3.125,Sports
15650,Genevra,Slifka,3,Engineering
15651,Madelle,Uund,2.5,Business/Commerce
15652,Katleen,Love,3,Art
15653,Natka,Naashom,2.75,Computer science
15654,Penelopa,Baptlsta,2.75,Engineering
15655,Katleen,Bigner,3,Sports
15656,Sashenka,Jotham,2.25,Engineering
15657,Nonnah,Vacuva,2.25,English
15658,Kerrin,Hashim,2.375,Computer science
15659,Raf,Juliet,3.375,Art
15660,Bernardine,Seumas,2.75,Psychology
15661,Isa,Sekofski,3.25,Sports
15662,Dari,Elo,3.375,IT
15663,Regina,Rossner,3.5,Robotics
15664,Jasmina,Malina,2.5,English
15665,Winny,Darian,3.25,IT
15666,Rebeca,Ader,2.5,Engineering
15667,Katharina,Edvard,3.125,Health
15668,Atlanta,Wesle,3,Health
15669,Veda,Cimbura,3,Psychology
15670,Wilma,Seessel,2.375,Psychology
15671,Loree,Jotham,2.625,Computer science
15672,Margette,Campball,2.875,Architecture
15673,Gerianna,Louanna,2.5,Music
15674,Di,Merell,2.875,IT
15675,Cassandra,Edee,3.25,Robotics
15676,Emilia,Burnside,3,Computer science
15677,Olivette,Howlyn,3.125,Graphic Design
15678,Leia,Hieronymus,3.125,Architecture
15679,Glynnis,Nore,2.25,Art
15680,Alyssa,Modie,2.375,Architecture
15681,Sibella,Kelula,2.5,Engineering
15682,Ivett,Adore,2.75,Sports
15683,Kristina,Macey,2.75,Engineering
15684,Janeczka,Fredi,2.375,Business/Commerce
15685,Gilligan,Pascia,3.25,Sports
15686,Melisent,Ortrude,3.25,Science
15687,Carly,Wittie,2.875,Computer science
15688,Dode,Sekofski,3,Music
15689,Katharina,Old,2.75,Engineering
15690,Susette,Pitt,2.5,Science
15691,Kassey,Holtz,2.875,Architecture
15692,Lynde,Alejoa,2.875,Sports
15693,Doralynne,Jerold,3.375,Sports
15694,Nanete,Fleeta,2.875,Health
15695,Gwenneth,Camden,3.375,Robotics
15696,Kirstin,Rona,2.75,Health
15697,Elka,Curren,2.5,Music
15698,Natka,Bakerman,2.75,Health
15699,Gale,Holbrook,2.875,Engineering
15700,Chandra,Sheng,3.25,Health
15701,Dione,Amadas,2.125,Engineering
15702,Cassondra,Noam,2.5,Robotics
15703,Myriam,Sperling,2.625,Engineering
15704,Roxane,Dichy,3,Health
15705,Dianemarie,Cullin,3.125,Health
15706,Corina,Arne,3.125,History
15707,Karina,Bluh,2.875,IT
15708,Louella,Cohdwell,3.25,Business/Commerce
15709,Elise,Morrill,3.5,Art
15710,Cacilie,Toor,3.5,Statistics
15711,Mara,Gillan,3.375,IT
15712,Ekaterina,Kinnard,3.125,Robotics
15713,Concettina,Talia,2.875,Computer science
15714,Jany,Barbey,2.625,Computer science
15715,Katharina,Esmaria,2.625,History
15716,Paule,Arne,3.75,Statistics
15717,Beverley,Giff,3,Graphic Design
15718,Nananne,Carmena,3,Business/Commerce
15719,Johna,Terrence,3.125,Computer science
15720,Gui,Flita,2.5,IT
15721,Jasmina,Markman,2.875,Engineering
15722,Paulita,Hermes,2.75,Sports
15723,Anica,Jagir,2.375,Health
15724,Sharlene,Shaver,3,Graphic Design
15725,Miquela,Beniamino,1.625,Engineering
15726,Drucie,Septima,2.75,Statistics
15727,Randa,Dannye,3.125,Psychology
15728,Neila,McNully,2.5,Health
15729,Adriana,Lilas,2.25,Health
15730,Lanna,Goerke,2.625,Robotics
15731,Eadie,Evvie,2.5,Robotics
15732,Renae,Tengdin,2.625,Health
15733,Kaja,Iphlgenia,2.75,Psychology
15734,Sue,Breed,2.625,Psychology
15735,Carmencita,Kravits,3.25,Engineering
15736,Daune,Duwalt,2,English
15737,Petronia,Kiersten,2.5,Sports
15738,Cam,Tryck,2.125,Computer science
15739,Reeba,Durware,2.625,Health
15740,Dulcinea,Sheng,2.625,Art
15741,Roz,Douglass,2.5,Sports
15742,Rori,Timon,3.25,Graphic Design
15743,Mady,Sholley,2,Business/Commerce
15744,Catrina,Laurianne,3.625,Statistics
15745,Amalie,Magnolia,2.625,History
15746,Adore,Susannah,3.25,Statistics
15747,Stephanie,Henrie,3,Science
